,file_name,flight,image,date,mean_red,sd_red,mean_green,sd_green,mean_blue,sd_blue
0,2019_Feb_06_Phantom_Flight_5_167_HSV_V_fixed,5,167,2019:02:06 11:08:33,18.94,24.02,31.5,26.8,13.32,19.44
0,2019_Feb_06_Phantom_Flight_2_160_HSV_V_fixed,2,160,2019:02:06 09:43:03,18.08,22.61,30.68,26.1,9.3,15.37
0,2019_Feb_06_Phantom_Flight_4_90_HSV_V_fixed,4,90,2019:02:06 10:48:28,19.31,22.72,32.04,26.96,11.97,16.81
0,2019_Feb_06_Phantom_Flight_3_198_HSV_V_fixed,3,198,2019:02:06 10:29:35,17.99,22.62,31.13,25.62,9.7,15.4
0,2019_Feb_06_Phantom_Flight_3_278_HSV_V_fixed,3,278,2019:02:06 10:32:15,20.4,22.61,31.35,26.39,11.71,16.17
0,2019_Feb_06_Phantom_Flight_5_143_HSV_V_fixed,5,143,2019:02:06 11:07:45,18.55,22.9,31.57,26.14,12.63,17.75
0,2019_Feb_06_Phantom_Flight_2_280_HSV_V_fixed,2,280,2019:02:06 09:47:07,19.75,23.28,31.31,25.83,11.63,17.17
0,2019_Feb_06_Phantom_Flight_4_120_HSV_V_fixed,4,120,2019:02:06 10:49:28,21.53,24.93,31.63,26.56,13.78,19.32
0,2019_Feb_06_Phantom_Flight_3_103_HSV_V_fixed,3,103,2019:02:06 10:26:25,17.07,23.83,31.59,26.26,9.34,16.91
0,2019_Feb_06_Phantom_Flight_5_238_HSV_V_fixed,5,238,2019:02:06 11:10:55,20.83,24.12,30.93,26.04,14.06,19.26
0,2019_Feb_06_Phantom_Flight_3_337_HSV_V_fixed,3,337,2019:02:06 10:34:13,18.73,21.68,30.99,26.15,10.36,15.08
0,2019_Feb_06_Phantom_Flight_1_444_HSV_V_fixed,1,444,2019:02:06 10:13:36,20.27,23.17,30.8,25.75,10.07,15.96
0,2019_Feb_06_Phantom_Flight_4_314_HSV_V_fixed,4,314,2019:02:06 10:55:56,18.94,22.68,31.87,26.27,10.93,16.48
0,2019_Feb_06_Phantom_Flight_5_46_HSV_V_fixed,5,46,2019:02:06 11:04:31,19.65,22.9,31.75,26.06,13.72,18.1
0,2019_Feb_06_Phantom_Flight_2_354_HSV_V_fixed,2,354,2019:02:06 09:49:35,19.79,22.69,31.58,26.64,11.03,15.78
0,2019_Feb_06_Phantom_Flight_2_66_HSV_V_fixed,2,66,2019:02:06 09:39:53,19.86,23.49,30.69,26.21,11.24,16.75
0,2019_Feb_06_Phantom_Flight_4_266_HSV_V_fixed,4,266,2019:02:06 10:54:20,18.13,23.1,31.56,26.67,11.98,17.97
0,2019_Feb_06_Phantom_Flight_4_186_HSV_V_fixed,4,186,2019:02:06 10:51:40,20.04,23.46,31.2,26.05,12.31,17.63
0,2019_Feb_06_Phantom_Flight_3_245_HSV_V_fixed,3,245,2019:02:06 10:31:09,19.63,22.22,31.08,26.29,11.42,16.07
0,2019_Feb_06_Phantom_Flight_2_226_HSV_V_fixed,2,226,2019:02:06 09:45:15,17.58,22.44,31.51,25.86,9.73,15.95
0,2019_Feb_06_Phantom_Flight_4_36_HSV_V_fixed,4,36,2019:02:06 10:46:40,20.77,23.88,32.01,27.09,14.29,18.62
0,2019_Feb_06_Phantom_Flight_5_205_HSV_V_fixed,5,205,2019:02:06 11:09:49,20.08,24.07,31.86,26.44,12.64,18.42
0,2019_Feb_06_Phantom_Flight_1_479_HSV_V_fixed,1,479,2019:02:06 10:14:46,21.13,23.36,30.88,25.82,11.39,16.76
0,2019_Feb_06_Phantom_Flight_4_329_HSV_V_fixed,4,329,2019:02:06 10:56:26,16.12,21.5,31.98,26.48,9.8,15.62
0,2019_Feb_06_Phantom_Flight_2_369_HSV_V_fixed,2,369,2019:02:06 09:50:05,22.27,23.32,31.24,26.11,13.82,17.4
0,2019_Feb_06_Phantom_Flight_3_391_HSV_V_fixed,3,391,2019:02:06 10:36:01,19.1,22.22,30.94,26.52,10.76,15.81
0,2019_Feb_06_Phantom_Flight_1_253_HSV_V_fixed,1,253,2019:02:06 10:07:12,20.11,23.01,31.64,26.51,10.26,15.58
0,2019_Feb_06_Phantom_Flight_1_387_HSV_V_fixed,1,387,2019:02:06 10:11:40,17.37,22.76,31.93,26.24,8.17,15.08
0,2019_Feb_06_Phantom_Flight_2_497_HSV_V_fixed,2,497,2019:02:06 09:54:21,21.08,21.8,31.09,26.43,12.54,15.52
0,2019_Feb_06_Phantom_Flight_2_431_HSV_V_fixed,2,431,2019:02:06 09:52:09,24.04,23.73,31.42,26.5,13.81,16.3
0,2019_Feb_06_Phantom_Flight_1_321_HSV_V_fixed,1,321,2019:02:06 10:09:28,17.0,22.76,31.83,26.01,8.15,14.92
0,2019_Feb_06_Phantom_Flight_5_330_HSV_V_fixed,5,330,2019:02:06 11:13:59,20.82,24.51,30.74,26.56,13.53,18.9
0,2019_Feb_06_Phantom_Flight_1_498_HSV_V_fixed,1,498,2019:02:06 10:15:24,22.29,24.31,31.55,26.64,11.59,16.67
0,2019_Feb_06_Phantom_Flight_3_51_HSV_V_fixed,3,51,2019:02:06 10:24:41,15.86,23.27,31.97,26.17,7.81,15.32
0,2019_Feb_06_Phantom_Flight_2_313_HSV_V_fixed,2,313,2019:02:06 09:48:13,19.24,23.04,31.62,26.48,10.67,16.45
0,2019_Feb_06_Phantom_Flight_2_388_HSV_V_fixed,2,388,2019:02:06 09:50:43,23.18,23.34,31.27,26.5,14.99,17.39
0,2019_Feb_06_Phantom_Flight_3_370_HSV_V_fixed,3,370,2019:02:06 10:35:19,19.81,23.25,31.29,26.32,11.23,16.76
0,2019_Feb_06_Phantom_Flight_1_403_HSV_V_fixed,1,403,2019:02:06 10:12:14,16.83,22.18,31.74,25.95,7.47,14.04
0,2019_Feb_06_Phantom_Flight_4_167_HSV_V_fixed,4,167,2019:02:06 10:51:02,19.38,23.1,31.49,26.76,12.58,17.47
0,2019_Feb_06_Phantom_Flight_2_87_HSV_V_fixed,2,87,2019:02:06 09:40:35,18.49,23.75,30.62,25.5,9.47,15.7
0,2019_Feb_06_Phantom_Flight_4_287_HSV_V_fixed,4,287,2019:02:06 10:55:02,18.74,22.87,31.58,25.99,12.51,17.59
0,2019_Feb_06_Phantom_Flight_3_144_HSV_V_fixed,3,144,2019:02:06 10:27:47,18.76,24.55,31.6,26.04,10.24,17.49
0,2019_Feb_06_Phantom_Flight_2_127_HSV_V_fixed,2,127,2019:02:06 09:41:57,20.07,24.42,31.18,26.24,10.91,17.58
0,2019_Feb_06_Phantom_Flight_5_104_HSV_V_fixed,5,104,2019:02:06 11:06:27,19.53,23.24,31.59,26.16,12.74,18.03
0,2019_Feb_06_Phantom_Flight_3_299_HSV_V_fixed,3,299,2019:02:06 10:32:57,20.48,22.9,31.29,26.21,12.09,16.97
0,2019_Feb_06_Phantom_Flight_2_261_HSV_V_fixed,2,261,2019:02:06 09:46:29,19.85,23.03,31.69,26.17,11.5,16.83
0,2019_Feb_06_Phantom_Flight_5_242_HSV_V_fixed,5,242,2019:02:06 11:11:03,19.79,23.41,30.7,26.01,13.41,18.29
0,2019_Feb_06_Phantom_Flight_4_71_HSV_V_fixed,4,71,2019:02:06 10:47:50,18.87,22.82,31.04,26.14,12.14,16.95
0,2019_Feb_06_Phantom_Flight_2_181_HSV_V_fixed,2,181,2019:02:06 09:43:45,18.72,23.63,31.99,26.91,9.84,16.07
0,2019_Feb_06_Phantom_Flight_3_179_HSV_V_fixed,3,179,2019:02:06 10:28:57,17.83,23.02,31.97,26.46,9.46,15.91
0,2019_Feb_06_Phantom_Flight_4_221_HSV_V_fixed,4,221,2019:02:06 10:52:50,18.56,23.37,31.42,26.16,11.84,18.11
0,2019_Feb_06_Phantom_Flight_5_139_HSV_V_fixed,5,139,2019:02:06 11:07:37,19.46,23.35,31.6,26.59,13.32,18.18
0,2019_Feb_06_Phantom_Flight_3_202_HSV_V_fixed,3,202,2019:02:06 10:29:43,18.44,22.95,30.27,25.49,10.14,16.13
0,2019_Feb_06_Phantom_Flight_1_214_HSV_V_fixed,1,214,2019:02:06 10:05:50,22.11,22.72,31.68,27.06,12.31,15.84
0,2019_Feb_06_Phantom_Flight_2_504_HSV_V_fixed,2,504,2019:02:06 09:54:35,21.37,22.19,31.18,26.6,12.63,15.74
0,2019_Feb_06_Phantom_Flight_1_366_HSV_V_fixed,1,366,2019:02:06 10:10:58,16.97,22.99,31.25,25.96,7.9,15.19
0,2019_Feb_06_Phantom_Flight_1_229_HSV_V_fixed,1,229,2019:02:06 10:06:20,20.72,22.39,31.31,26.24,10.67,14.92
0,2019_Feb_06_Phantom_Flight_1_152_HSV_V_fixed,1,152,2019:02:06 10:03:46,22.03,23.36,30.84,26.14,10.84,15.19
0,2019_Feb_06_Phantom_Flight_1_155_HSV_V_fixed,1,155,2019:02:06 10:03:52,22.1,23.49,31.08,26.52,10.85,15.12
0,2019_Feb_06_Phantom_Flight_1_361_HSV_V_fixed,1,361,2019:02:06 10:10:48,15.72,22.46,31.09,25.85,7.4,14.49
0,2019_Feb_06_Phantom_Flight_3_412_HSV_V_fixed,3,412,2019:02:06 10:36:43,19.52,22.56,31.21,26.69,10.88,15.74
0,2019_Feb_06_Phantom_Flight_1_288_HSV_V_fixed,1,288,2019:02:06 10:08:22,18.35,23.17,32.51,26.89,8.64,14.86
0,2019_Feb_06_Phantom_Flight_1_168_HSV_V_fixed,1,168,2019:02:06 10:04:18,21.81,23.01,30.8,25.97,11.11,15.64
0,2019_Feb_06_Phantom_Flight_2_503_HSV_V_fixed,2,503,2019:02:06 09:54:33,20.94,21.86,30.83,26.3,12.31,15.47
0,2019_Feb_06_Phantom_Flight_1_213_HSV_V_fixed,1,213,2019:02:06 10:05:48,21.9,22.45,31.46,26.82,12.15,15.64
0,2019_Feb_06_Phantom_Flight_3_205_HSV_V_fixed,3,205,2019:02:06 10:29:49,17.87,22.36,31.48,26.31,9.78,15.73
0,2019_Feb_06_Phantom_Flight_4_226_HSV_V_fixed,4,226,2019:02:06 10:53:00,18.47,23.48,31.13,26.25,11.98,18.31
0,2019_Feb_06_Phantom_Flight_4_76_HSV_V_fixed,4,76,2019:02:06 10:48:00,20.93,23.11,31.09,26.18,12.7,17.24
0,2019_Feb_06_Phantom_Flight_5_245_HSV_V_fixed,5,245,2019:02:06 11:11:09,19.91,24.13,31.48,26.64,13.66,18.75
0,2019_Feb_06_Phantom_Flight_2_186_HSV_V_fixed,2,186,2019:02:06 09:43:55,18.32,23.05,31.51,26.03,9.67,15.75
0,2019_Feb_06_Phantom_Flight_2_266_HSV_V_fixed,2,266,2019:02:06 09:46:39,19.93,23.25,31.91,26.56,11.75,17.62
0,2019_Feb_06_Phantom_Flight_1_439_HSV_V_fixed,1,439,2019:02:06 10:13:26,19.97,23.62,31.3,26.27,9.88,16.1
0,2019_Feb_06_Phantom_Flight_2_329_HSV_V_fixed,2,329,2019:02:06 09:48:45,20.94,24.65,31.25,25.87,11.81,18.16
0,2019_Feb_06_Phantom_Flight_3_238_HSV_V_fixed,3,238,2019:02:06 10:30:55,20.57,22.64,31.42,26.59,11.45,16.08
0,2019_Feb_06_Phantom_Flight_5_103_HSV_V_fixed,5,103,2019:02:06 11:06:25,19.47,23.16,31.33,26.11,12.54,17.88
0,2019_Feb_06_Phantom_Flight_2_120_HSV_V_fixed,2,120,2019:02:06 09:41:43,19.39,23.75,31.94,26.45,10.53,17.09
0,2019_Feb_06_Phantom_Flight_4_280_HSV_V_fixed,4,280,2019:02:06 10:54:48,18.18,23.14,31.69,26.07,12.4,18.36
0,2019_Feb_06_Phantom_Flight_3_143_HSV_V_fixed,3,143,2019:02:06 10:27:45,18.96,24.74,31.62,25.78,10.03,17.66
0,2019_Feb_06_Phantom_Flight_5_278_HSV_V_fixed,5,278,2019:02:06 11:12:15,18.45,22.46,31.21,26.1,12.31,17.59
0,2019_Feb_06_Phantom_Flight_2_80_HSV_V_fixed,2,80,2019:02:06 09:40:21,18.84,23.32,31.34,26.38,10.4,16.29
0,2019_Feb_06_Phantom_Flight_5_198_HSV_V_fixed,5,198,2019:02:06 11:09:35,20.1,23.91,32.15,26.41,13.04,18.78
0,2019_Feb_06_Phantom_Flight_4_160_HSV_V_fixed,4,160,2019:02:06 10:50:48,19.19,22.43,31.63,25.89,12.4,16.72
0,2019_Feb_06_Phantom_Flight_1_404_HSV_V_fixed,1,404,2019:02:06 10:12:16,16.51,22.85,32.32,26.69,7.42,14.29
0,2019_Feb_06_Phantom_Flight_3_377_HSV_V_fixed,3,377,2019:02:06 10:35:33,19.45,22.4,30.87,26.19,11.16,16.26
0,2019_Feb_06_Phantom_Flight_2_314_HSV_V_fixed,2,314,2019:02:06 09:48:15,19.29,23.24,31.74,26.83,10.9,16.76
0,2019_Feb_06_Phantom_Flight_3_56_HSV_V_fixed,3,56,2019:02:06 10:24:51,15.89,22.94,30.95,26.36,8.08,15.7
0,2019_Feb_06_Phantom_Flight_5_337_HSV_V_fixed,5,337,2019:02:06 11:14:13,20.31,23.15,31.65,26.12,13.84,18.06
0,2019_Feb_06_Phantom_Flight_1_326_HSV_V_fixed,1,326,2019:02:06 10:09:38,18.12,23.84,31.94,26.34,8.88,15.85
0,2019_Feb_06_Phantom_Flight_2_436_HSV_V_fixed,2,436,2019:02:06 09:52:19,23.21,23.75,30.84,26.86,13.51,16.37
0,2019_Feb_06_Phantom_Flight_1_189_HSV_V_fixed,1,189,2019:02:06 10:05:00,23.75,23.91,31.18,26.13,12.96,16.63
0,2019_Feb_06_Phantom_Flight_1_269_HSV_V_fixed,1,269,2019:02:06 10:07:44,19.84,23.33,31.38,26.33,9.8,15.63
0,2019_Feb_06_Phantom_Flight_2_490_HSV_V_fixed,2,490,2019:02:06 09:54:07,21.99,23.48,31.45,26.7,13.42,17.5
0,2019_Feb_06_Phantom_Flight_1_380_HSV_V_fixed,1,380,2019:02:06 10:11:26,16.56,22.96,31.46,26.41,8.04,15.33
0,2019_Feb_06_Phantom_Flight_1_254_HSV_V_fixed,1,254,2019:02:06 10:07:14,19.82,22.88,31.18,26.28,10.07,15.5
0,2019_Feb_06_Phantom_Flight_3_396_HSV_V_fixed,3,396,2019:02:06 10:36:11,19.45,22.31,31.57,26.72,11.03,15.88
0,2019_Feb_06_Phantom_Flight_5_202_HSV_V_fixed,5,202,2019:02:06 11:09:43,19.12,23.04,30.89,25.91,12.24,17.88
0,2019_Feb_06_Phantom_Flight_4_31_HSV_V_fixed,4,31,2019:02:06 10:46:30,20.27,23.08,30.33,25.54,13.89,18.07
0,2019_Feb_06_Phantom_Flight_3_139_HSV_V_fixed,3,139,2019:02:06 10:27:37,18.91,25.19,31.35,25.93,10.14,17.98
0,2019_Feb_06_Phantom_Flight_2_221_HSV_V_fixed,2,221,2019:02:06 09:45:05,17.95,22.77,32.05,26.54,9.8,15.91
0,2019_Feb_06_Phantom_Flight_5_179_HSV_V_fixed,5,179,2019:02:06 11:08:57,19.96,23.16,31.88,26.27,12.8,17.93
0,2019_Feb_06_Phantom_Flight_4_181_HSV_V_fixed,4,181,2019:02:06 10:51:30,19.35,24.14,32.34,27.02,12.18,17.96
0,2019_Feb_06_Phantom_Flight_3_242_HSV_V_fixed,3,242,2019:02:06 10:31:03,19.94,22.31,31.41,26.11,11.43,15.99
0,2019_Feb_06_Phantom_Flight_4_261_HSV_V_fixed,4,261,2019:02:06 10:54:10,17.66,22.63,31.28,26.31,11.81,17.48
0,2019_Feb_06_Phantom_Flight_5_299_HSV_V_fixed,5,299,2019:02:06 11:12:57,19.67,23.49,32.1,26.67,12.58,17.92
0,2019_Feb_06_Phantom_Flight_2_61_HSV_V_fixed,2,61,2019:02:06 09:39:43,20.41,23.45,31.44,26.27,11.62,16.82
0,2019_Feb_06_Phantom_Flight_2_353_HSV_V_fixed,2,353,2019:02:06 09:49:33,19.7,22.89,31.36,27.11,11.16,16.07
0,2019_Feb_06_Phantom_Flight_4_313_HSV_V_fixed,4,313,2019:02:06 10:55:54,19.03,23.1,31.97,26.82,11.16,16.88
0,2019_Feb_06_Phantom_Flight_5_41_HSV_V_fixed,5,41,2019:02:06 11:04:21,19.2,22.59,31.79,26.32,13.05,17.81
0,2019_Feb_06_Phantom_Flight_1_443_HSV_V_fixed,1,443,2019:02:06 10:13:34,20.09,23.5,30.86,26.2,10.25,16.41
0,2019_Feb_06_Phantom_Flight_3_330_HSV_V_fixed,3,330,2019:02:06 10:33:59,19.53,22.17,30.99,25.88,11.17,15.89
0,2019_Feb_06_Phantom_Flight_3_104_HSV_V_fixed,3,104,2019:02:06 10:26:27,17.16,23.91,31.72,25.88,9.36,17.02
0,2019_Feb_06_Phantom_Flight_4_127_HSV_V_fixed,4,127,2019:02:06 10:49:42,19.06,23.02,31.98,26.56,12.16,17.2
0,2019_Feb_06_Phantom_Flight_5_144_HSV_V_fixed,5,144,2019:02:06 11:07:47,18.11,22.77,31.62,26.56,12.28,17.51
0,2019_Feb_06_Phantom_Flight_2_287_HSV_V_fixed,2,287,2019:02:06 09:47:21,18.87,23.29,31.01,26.3,10.82,16.82
0,2019_Feb_06_Phantom_Flight_2_167_HSV_V_fixed,2,167,2019:02:06 09:43:17,18.28,22.77,31.42,25.81,9.48,15.64
0,2019_Feb_06_Phantom_Flight_4_97_HSV_V_fixed,4,97,2019:02:06 10:48:42,18.0,20.97,30.53,25.2,11.13,15.85
0,2019_Feb_06_Phantom_Flight_4_198_HSV_V_fixed,4,198,2019:02:06 10:52:04,18.33,23.04,31.75,26.57,11.35,17.33
0,2019_Feb_06_Phantom_Flight_5_160_HSV_V_fixed,5,160,2019:02:06 11:08:19,19.85,23.55,31.49,26.26,13.74,19.04
0,2019_Feb_06_Phantom_Flight_2_78_HSV_V_fixed,2,78,2019:02:06 09:40:17,18.79,23.07,31.19,26.21,10.44,15.95
0,2019_Feb_06_Phantom_Flight_5_280_HSV_V_fixed,5,280,2019:02:06 11:12:19,17.95,22.11,30.87,26.19,11.89,17.16
0,2019_Feb_06_Phantom_Flight_2_143_HSV_V_fixed,2,143,2019:02:06 09:42:29,16.48,22.03,31.96,26.26,8.74,15.23
0,2019_Feb_06_Phantom_Flight_4_278_HSV_V_fixed,4,278,2019:02:06 10:54:44,18.19,23.49,31.59,26.84,12.55,18.83
0,2019_Feb_06_Phantom_Flight_3_120_HSV_V_fixed,3,120,2019:02:06 10:26:59,15.94,22.9,32.6,26.34,8.33,15.78
0,2019_Feb_06_Phantom_Flight_4_28_HSV_V_fixed,4,28,2019:02:06 10:46:24,21.65,23.89,31.43,26.09,15.11,19.24
0,2019_Feb_06_Phantom_Flight_2_238_HSV_V_fixed,2,238,2019:02:06 09:45:39,18.16,22.85,31.83,26.77,10.25,16.76
0,2019_Feb_06_Phantom_Flight_4_103_HSV_V_fixed,4,103,2019:02:06 10:48:54,19.06,22.47,31.33,25.88,11.94,17.23
0,2019_Feb_06_Phantom_Flight_1_467_HSV_V_fixed,1,467,2019:02:06 10:14:22,22.23,24.28,31.2,26.67,11.72,17.04
0,2019_Feb_06_Phantom_Flight_5_65_HSV_V_fixed,5,65,2019:02:06 11:05:09,20.76,24.6,31.15,26.64,14.06,20.12
0,2019_Feb_06_Phantom_Flight_4_337_HSV_V_fixed,4,337,2019:02:06 10:56:42,17.37,22.43,31.12,25.75,10.76,16.32
0,2019_Feb_06_Phantom_Flight_3_314_HSV_V_fixed,3,314,2019:02:06 10:33:27,19.28,22.54,30.49,26.06,11.21,16.13
0,2019_Feb_06_Phantom_Flight_2_377_HSV_V_fixed,2,377,2019:02:06 09:50:21,22.93,23.15,31.59,26.6,14.45,17.42
0,2019_Feb_06_Phantom_Flight_3_35_HSV_V_fixed,3,35,2019:02:06 10:24:09,15.62,22.58,31.81,26.27,7.8,15.02
0,2019_Feb_06_Phantom_Flight_3_266_HSV_V_fixed,3,266,2019:02:06 10:31:51,19.78,23.34,31.77,26.9,11.43,16.61
0,2019_Feb_06_Phantom_Flight_2_45_HSV_V_fixed,2,45,2019:02:06 09:39:11,20.74,21.83,30.82,26.12,11.58,15.3
0,2019_Feb_06_Phantom_Flight_4_245_HSV_V_fixed,4,245,2019:02:06 10:53:38,18.03,23.09,31.72,26.13,10.8,16.86
0,2019_Feb_06_Phantom_Flight_3_186_HSV_V_fixed,3,186,2019:02:06 10:29:11,18.09,23.01,31.84,26.55,9.5,15.86
0,2019_Feb_06_Phantom_Flight_4_15_HSV_V_fixed,4,15,2019:02:06 10:45:58,18.83,23.53,31.42,26.17,12.33,18.33
0,2019_Feb_06_Phantom_Flight_5_226_HSV_V_fixed,5,226,2019:02:06 11:10:31,18.59,22.3,30.52,26.08,11.39,16.66
0,2019_Feb_06_Phantom_Flight_2_205_HSV_V_fixed,2,205,2019:02:06 09:44:33,18.23,23.03,31.79,26.33,9.8,16.02
0,2019_Feb_06_Phantom_Flight_5_58_HSV_V_fixed,5,58,2019:02:06 11:04:55,20.07,24.74,31.59,26.79,13.73,19.54
0,2019_Feb_06_Phantom_Flight_3_93_HSV_V_fixed,3,93,2019:02:06 10:26:05,16.39,23.4,31.85,26.5,8.56,15.77
0,2019_Feb_06_Phantom_Flight_3_329_HSV_V_fixed,3,329,2019:02:06 10:33:57,19.51,22.41,30.97,26.23,11.17,16.06
0,2019_Feb_06_Phantom_Flight_1_190_HSV_V_fixed,1,190,2019:02:06 10:05:02,23.92,24.34,31.21,26.49,13.13,17.01
0,2019_Feb_06_Phantom_Flight_1_270_HSV_V_fixed,1,270,2019:02:06 10:07:46,19.74,23.14,30.72,25.81,9.48,15.28
0,2019_Feb_06_Phantom_Flight_1_136_HSV_V_fixed,1,136,2019:02:06 10:03:14,19.46,23.65,31.94,26.43,8.84,14.93
0,2019_Feb_06_Phantom_Flight_2_412_HSV_V_fixed,2,412,2019:02:06 09:51:31,22.63,22.8,30.85,25.83,13.47,16.44
0,2019_Feb_06_Phantom_Flight_1_399_HSV_V_fixed,1,399,2019:02:06 10:12:06,17.54,22.93,31.5,26.21,8.4,15.28
0,2019_Feb_06_Phantom_Flight_1_302_HSV_V_fixed,1,302,2019:02:06 10:08:50,18.65,23.35,31.57,26.05,9.24,15.88
0,2019_Feb_06_Phantom_Flight_2_489_HSV_V_fixed,2,489,2019:02:06 09:54:05,21.49,23.49,31.31,26.96,13.14,17.46
0,2019_Feb_06_Phantom_Flight_2_330_HSV_V_fixed,2,330,2019:02:06 09:48:47,20.59,24.83,31.07,25.86,11.79,18.25
0,2019_Feb_06_Phantom_Flight_5_313_HSV_V_fixed,5,313,2019:02:06 11:13:25,19.61,23.51,30.98,26.61,12.73,18.27
0,2019_Feb_06_Phantom_Flight_3_72_HSV_V_fixed,3,72,2019:02:06 10:25:23,18.61,24.08,31.61,25.88,9.69,17.02
0,2019_Feb_06_Phantom_Flight_5_22_HSV_V_fixed,5,22,2019:02:06 11:03:43,19.81,24.38,31.17,26.12,13.6,19.19
0,2019_Feb_06_Phantom_Flight_1_420_HSV_V_fixed,1,420,2019:02:06 10:12:48,17.82,22.78,32.14,26.49,8.14,14.47
0,2019_Feb_06_Phantom_Flight_3_353_HSV_V_fixed,3,353,2019:02:06 10:34:45,19.32,22.95,31.06,26.59,11.16,16.74
0,2019_Feb_06_Phantom_Flight_3_167_HSV_V_fixed,3,167,2019:02:06 10:28:33,17.23,23.19,31.21,26.08,8.71,15.51
0,2019_Feb_06_Phantom_Flight_4_144_HSV_V_fixed,4,144,2019:02:06 10:50:16,20.96,23.71,31.28,26.57,13.95,18.55
0,2019_Feb_06_Phantom_Flight_3_287_HSV_V_fixed,3,287,2019:02:06 10:32:33,20.62,23.45,31.35,26.21,12.0,17.46
0,2019_Feb_06_Phantom_Flight_5_127_HSV_V_fixed,5,127,2019:02:06 11:07:13,19.9,24.04,31.56,27.16,13.04,18.61
0,2019_Feb_06_Phantom_Flight_2_104_HSV_V_fixed,2,104,2019:02:06 09:41:09,14.75,21.74,32.38,26.49,7.77,15.03
0,2019_Feb_06_Phantom_Flight_1_486_HSV_V_fixed,1,486,2019:02:06 10:15:00,21.33,23.62,30.41,25.55,11.25,16.66
0,2019_Feb_06_Phantom_Flight_5_84_HSV_V_fixed,5,84,2019:02:06 11:05:47,17.97,22.69,31.81,26.43,11.61,17.33
0,2019_Feb_06_Phantom_Flight_2_396_HSV_V_fixed,2,396,2019:02:06 09:50:59,20.84,21.69,31.17,26.97,13.9,16.85
0,2019_Feb_06_Phantom_Flight_2_99_HSV_V_fixed,2,99,2019:02:06 09:40:59,15.13,21.55,31.96,25.91,7.82,14.66
0,2019_Feb_06_Phantom_Flight_5_261_HSV_V_fixed,5,261,2019:02:06 11:11:41,18.98,23.27,31.4,25.9,12.9,18.21
0,2019_Feb_06_Phantom_Flight_4_52_HSV_V_fixed,4,52,2019:02:06 10:47:12,19.18,22.94,31.19,26.02,12.66,17.33
0,2019_Feb_06_Phantom_Flight_4_299_HSV_V_fixed,4,299,2019:02:06 10:55:26,20.82,24.02,31.15,25.93,12.92,18.24
0,2019_Feb_06_Phantom_Flight_4_179_HSV_V_fixed,4,179,2019:02:06 10:51:26,19.6,23.78,32.02,26.51,12.45,17.71
0,2019_Feb_06_Phantom_Flight_5_181_HSV_V_fixed,5,181,2019:02:06 11:09:01,20.36,23.31,31.05,25.47,13.27,18.07
0,2019_Feb_06_Phantom_Flight_2_242_HSV_V_fixed,2,242,2019:02:06 09:45:47,17.08,21.9,31.29,26.07,9.76,15.85
0,2019_Feb_06_Phantom_Flight_3_221_HSV_V_fixed,3,221,2019:02:06 10:30:21,20.64,24.08,31.66,26.54,11.75,17.41
0,2019_Feb_06_Phantom_Flight_4_202_HSV_V_fixed,4,202,2019:02:06 10:52:12,17.53,22.48,31.58,25.74,10.96,17.01
0,2019_Feb_06_Phantom_Flight_2_139_HSV_V_fixed,2,139,2019:02:06 09:42:21,18.28,23.79,31.47,26.12,10.13,17.16
0,2019_Feb_06_Phantom_Flight_1_378_HSV_V_fixed,1,378,2019:02:06 10:11:22,16.92,23.37,31.27,26.13,8.21,15.79
0,2019_Feb_06_Phantom_Flight_1_237_HSV_V_fixed,1,237,2019:02:06 10:06:36,21.16,23.56,31.13,26.39,11.38,16.44
0,2019_Feb_06_Phantom_Flight_1_345_HSV_V_fixed,1,345,2019:02:06 10:10:16,15.97,22.61,32.57,26.78,7.66,14.52
0,2019_Feb_06_Phantom_Flight_2_455_HSV_V_fixed,2,455,2019:02:06 09:52:57,21.26,23.4,30.69,26.12,13.61,17.93
0,2019_Feb_06_Phantom_Flight_1_291_HSV_V_fixed,1,291,2019:02:06 10:08:28,18.24,22.75,31.84,26.07,8.39,14.47
0,2019_Feb_06_Phantom_Flight_1_171_HSV_V_fixed,1,171,2019:02:06 10:04:24,21.89,23.34,31.12,26.65,11.04,15.43
0,2019_Feb_06_Phantom_Flight_1_242_HSV_V_fixed,1,242,2019:02:06 10:06:46,20.94,23.36,31.1,26.31,11.02,16.12
0,2019_Feb_06_Phantom_Flight_1_139_HSV_V_fixed,1,139,2019:02:06 10:03:20,19.83,23.7,31.68,26.61,9.01,14.65
0,2019_Feb_06_Phantom_Flight_2_486_HSV_V_fixed,2,486,2019:02:06 09:53:59,21.34,23.23,31.59,27.31,12.79,16.79
0,2019_Feb_06_Phantom_Flight_1_396_HSV_V_fixed,1,396,2019:02:06 10:11:58,17.99,23.46,31.04,26.58,8.11,15.3
0,2019_Feb_06_Phantom_Flight_1_330_HSV_V_fixed,1,330,2019:02:06 10:09:46,17.28,23.34,31.44,26.28,8.51,15.43
0,2019_Feb_06_Phantom_Flight_2_420_HSV_V_fixed,2,420,2019:02:06 09:51:47,23.22,23.72,29.98,25.81,14.03,17.01
0,2019_Feb_06_Phantom_Flight_4_131_HSV_V_fixed,4,131,2019:02:06 10:49:50,19.98,23.53,31.3,26.8,11.99,17.29
