Label,X,Y,Z
2019_Feb_06_Phantom_Flight_5_74_HSV_V_fixed.JPG,-76.40390041666667,-0.6848120555555556,331.48
2019_Feb_06_Phantom_Flight_4_326_HSV_V_fixed.JPG,-76.40025697222222,-0.683135111111111,322.33
2019_Feb_06_Phantom_Flight_1_476_HSV_V_fixed.JPG,-76.40394719445767,-0.682672527653954,342.697
2019_Feb_06_Phantom_Flight_3_305_HSV_V_fixed.JPG,-76.40151361111111,-0.6811899445121126,346.44
2019_Feb_06_Phantom_Flight_5_237_HSV_V_fixed.JPG,-76.4026865833198,-0.6816374167054083,335.38
2019_Feb_06_Phantom_Flight_2_214_HSV_V_fixed.JPG,-76.40108458333334,-0.6850373611111111,340.203
2019_Feb_06_Phantom_Flight_3_277_HSV_V_fixed.JPG,-76.40340450000001,-0.6811888055875944,349.34
2019_Feb_06_Phantom_Flight_4_254_HSV_V_fixed.JPG,-76.40066105555556,-0.6821365832235398,325.63
2019_Feb_06_Phantom_Flight_3_197_HSV_V_fixed.JPG,-76.40040775,-0.681486194450192,347.54
2019_Feb_06_Phantom_Flight_2_54_HSV_V_fixed.JPG,-76.39993980561079,-0.6845597499917107,336.303
2019_Feb_06_Phantom_Flight_1_504_HSV_V_fixed.JPG,-76.403107416658,-0.682376583189407,344.397
2019_Feb_06_Phantom_Flight_3_82_HSV_V_fixed.JPG,-76.40276213888889,-0.6820799722439066,348.84
2019_Feb_06_Phantom_Flight_5_49_HSV_V_fixed.JPG,-76.40430152777779,-0.6839944722177427,329.18
2019_Feb_06_Phantom_Flight_3_338_HSV_V_fixed.JPG,-76.39985816664671,-0.6808929443955829,343.44
2019_Feb_06_Phantom_Flight_1_369_HSV_V_fixed.JPG,-76.40324297222223,-0.6829654442877292,341.996996996997
2019_Feb_06_Phantom_Flight_1_226_HSV_V_fixed.JPG,-76.40394194444445,-0.6835589166666667,342.597
2019_Feb_06_Phantom_Flight_2_444_HSV_V_fixed.JPG,-76.4008393888889,-0.6841490555555556,336.603
2019_Feb_06_Phantom_Flight_1_354_HSV_V_fixed.JPG,-76.40430136112293,-0.6829650554509311,342.2970027247956
2019_Feb_06_Phantom_Flight_1_280_HSV_V_fixed.JPG,-76.39984002782126,-0.6835577777777778,336.09699769053117
2019_Feb_06_Phantom_Flight_1_160_HSV_V_fixed.JPG,-76.40031927777778,-0.6838525277777778,336.497
2019_Feb_06_Phantom_Flight_1_431_HSV_V_fixed.JPG,-76.4005523888889,-0.6826734721110221,345.697
2019_Feb_06_Phantom_Flight_5_33_HSV_V_fixed.JPG,-76.40430286111112,-0.6827874167542937,327.88
2019_Feb_06_Phantom_Flight_3_342_HSV_V_fixed.JPG,-76.40012847222222,-0.6808921943864532,343.94
2019_Feb_06_Phantom_Flight_2_321_HSV_V_fixed.JPG,-76.39992144444444,-0.6847389444444445,337.103
2019_Feb_06_Phantom_Flight_3_63_HSV_V_fixed.JPG,-76.4014648888889,-0.6820796667839962,350.04
2019_Feb_06_Phantom_Flight_5_302_HSV_V_fixed.JPG,-76.4022777500139,-0.6841156388888889,330.38
2019_Feb_06_Phantom_Flight_5_136_HSV_V_fixed.JPG,-76.40349427777778,-0.6822733889109435,329.68
2019_Feb_06_Phantom_Flight_2_115_HSV_V_fixed.JPG,-76.40382544444445,-0.6856321944368111,347.303
2019_Feb_06_Phantom_Flight_3_176_HSV_V_fixed.JPG,-76.40010544444445,-0.6817828611111111,350.34
2019_Feb_06_Phantom_Flight_4_155_HSV_V_fixed.JPG,-76.40146788888889,-0.6829139166723367,329.03
2019_Feb_06_Phantom_Flight_3_296_HSV_V_fixed.JPG,-76.40209794444445,-0.6811899167890357,347.44
2019_Feb_06_Phantom_Flight_2_387_HSV_V_fixed.JPG,-76.40409933333333,-0.6844441666666666,344.403
2019_Feb_06_Phantom_Flight_5_95_HSV_V_fixed.JPG,-76.40389855555556,-0.6832208333333333,329.38
2019_Feb_06_Phantom_Flight_1_497_HSV_V_fixed.JPG,-76.40363500000001,-0.6823754444444444,343.697
2019_Feb_06_Phantom_Flight_3_230_HSV_V_fixed.JPG,-76.40267305555557,-0.6814865833007685,348.64
2019_Feb_06_Phantom_Flight_2_128_HSV_V_fixed.JPG,-76.40430058333334,-0.6853399444444445,348.7029972752044
2019_Feb_06_Phantom_Flight_4_213_HSV_V_fixed.JPG,-76.40106508333334,-0.6834118333333333,325.43
2019_Feb_06_Phantom_Flight_4_288_HSV_V_fixed.JPG,-76.40066061111112,-0.6847011388825193,321.53
2019_Feb_06_Phantom_Flight_4_43_HSV_V_fixed.JPG,-76.40227813888342,-0.6827264723740133,331.83
2019_Feb_06_Phantom_Flight_5_270_HSV_V_fixed.JPG,-76.40268322222222,-0.6841326388888889,330.78
2019_Feb_06_Phantom_Flight_2_88_HSV_V_fixed.JPG,-76.40171450000001,-0.6856313888888889,341.003003003003
2019_Feb_06_Phantom_Flight_5_190_HSV_V_fixed.JPG,-76.40308791666668,-0.6843158055608255,331.18
2019_Feb_06_Phantom_Flight_2_253_HSV_V_fixed.JPG,-76.404103,-0.6850374722222222,347.103
2019_Feb_06_Phantom_Flight_4_168_HSV_V_fixed.JPG,-76.40146875,-0.6838943055555555,326.63
2019_Feb_06_Phantom_Flight_5_254_HSV_V_fixed.JPG,-76.40268461111111,-0.6829267222465993,332.98
2019_Feb_06_Phantom_Flight_4_67_HSV_V_fixed.JPG,-76.40227700000001,-0.6845366388963541,326.33
2019_Feb_06_Phantom_Flight_2_197_HSV_V_fixed.JPG,-76.39983927785117,-0.6850377222222223,337.203
2019_Feb_06_Phantom_Flight_2_277_HSV_V_fixed.JPG,-76.40324455555556,-0.6847387500000001,344.003003003003
2019_Feb_06_Phantom_Flight_3_214_HSV_V_fixed.JPG,-76.40156705555556,-0.6814866666666666,348.14
2019_Feb_06_Phantom_Flight_4_237_HSV_V_fixed.JPG,-76.40106372222223,-0.6816204723445912,328.43
2019_Feb_06_Phantom_Flight_2_37_HSV_V_fixed.JPG,-76.40021491666667,-0.6816084723400244,338.90300230946883
2019_Feb_06_Phantom_Flight_2_338_HSV_V_fixed.JPG,-76.40040441666667,-0.6844437777777778,337.203
2019_Feb_06_Phantom_Flight_1_428_HSV_V_fixed.JPG,-76.40032683333334,-0.6826733056370152,345.797
2019_Feb_06_Phantom_Flight_2_91_HSV_V_fixed.JPG,-76.40194033333334,-0.6856313055638797,341.603
2019_Feb_06_Phantom_Flight_5_269_HSV_V_fixed.JPG,-76.40268361111112,-0.6840570277777778,330.88
2019_Feb_06_Phantom_Flight_4_291_HSV_V_fixed.JPG,-76.40066075,-0.684924,321.03
2019_Feb_06_Phantom_Flight_3_152_HSV_V_fixed.JPG,-76.40174402777778,-0.681782694475761,349.64
2019_Feb_06_Phantom_Flight_4_171_HSV_V_fixed.JPG,-76.40146775001139,-0.6841198333333334,326.13
2019_Feb_06_Phantom_Flight_5_189_HSV_V_fixed.JPG,-76.4030886388584,-0.684391,331.08
2019_Feb_06_Phantom_Flight_5_112_HSV_V_fixed.JPG,-76.40389852777778,-0.681910805570245,327.68
2019_Feb_06_Phantom_Flight_3_229_HSV_V_fixed.JPG,-76.40260161108664,-0.6814865555555555,348.64
2019_Feb_06_Phantom_Flight_2_131_HSV_V_fixed.JPG,-76.40421949996419,-0.6853337777777778,348.403
2019_Feb_06_Phantom_Flight_2_305_HSV_V_fixed.JPG,-76.40112772222223,-0.6847393888888889,339.603
2019_Feb_06_Phantom_Flight_5_326_HSV_V_fixed.JPG,-76.40227833333334,-0.68230677764566,335.98
2019_Feb_06_Phantom_Flight_3_47_HSV_V_fixed.JPG,-76.40037183333334,-0.6820794722442856,351.14
2019_Feb_06_Phantom_Flight_5_5_HSV_V_fixed.JPG,-76.40288066666668,-0.6807995555555555,325.48
2019_Feb_06_Phantom_Flight_5_17_HSV_V_fixed.JPG,-76.40430027777778,-0.6815828611898017,326.38
2019_Feb_06_Phantom_Flight_1_415_HSV_V_fixed.JPG,-76.39983952785094,-0.6829660278745644,340.996996996997
2019_Feb_06_Phantom_Flight_3_366_HSV_V_fixed.JPG,-76.40176391667461,-0.6808920833333333,346.84
2019_Feb_06_Phantom_Flight_1_144_HSV_V_fixed.JPG,-76.39995783342029,-0.6828333333333333,336.996996996997
2019_Feb_06_Phantom_Flight_1_370_HSV_V_fixed.JPG,-76.40316802779569,-0.6829654166666667,341.996996996997
2019_Feb_06_Phantom_Flight_3_403_HSV_V_fixed.JPG,-76.40430919444977,-0.6808917777777778,351.24
2019_Feb_06_Phantom_Flight_2_460_HSV_V_fixed.JPG,-76.39984433343426,-0.6841202777777778,334.7029972752044
2019_Feb_06_Phantom_Flight_1_202_HSV_V_fixed.JPG,-76.40348686110309,-0.6838526111111112,342.397
2019_Feb_06_Phantom_Flight_1_299_HSV_V_fixed.JPG,-76.40071933333334,-0.6832619166251452,337.897
2019_Feb_06_Phantom_Flight_2_512_HSV_V_fixed.JPG,-76.40008269444445,-0.6801980555555556,340.003003003003
2019_Feb_06_Phantom_Flight_1_179_HSV_V_fixed.JPG,-76.40175152777779,-0.683853,339.09699769053117
2019_Feb_06_Phantom_Flight_3_387_HSV_V_fixed.JPG,-76.4031976388889,-0.6808921388808443,349.24
2019_Feb_06_Phantom_Flight_4_190_HSV_V_fixed.JPG,-76.40108466666668,-0.6849756666666666,322.83
2019_Feb_06_Phantom_Flight_3_253_HSV_V_fixed.JPG,-76.4042267499914,-0.6814870556174903,349.64
2019_Feb_06_Phantom_Flight_5_168_HSV_V_fixed.JPG,-76.40349475000001,-0.6846878611111111,331.58
2019_Feb_06_Phantom_Flight_2_70_HSV_V_fixed.JPG,-76.40035755555556,-0.6856304166666667,336.90300230946883
2019_Feb_06_Phantom_Flight_5_288_HSV_V_fixed.JPG,-76.40232636113332,-0.6849535833285183,327.98
2019_Feb_06_Phantom_Flight_4_270_HSV_V_fixed.JPG,-76.40066072222223,-0.6833430833333334,323.63
2019_Feb_06_Phantom_Flight_3_128_HSV_V_fixed.JPG,-76.40338319444444,-0.6817825556572126,348.74
2019_Feb_06_Phantom_Flight_4_20_HSV_V_fixed.JPG,-76.40173447223201,-0.6809508055235903,330.83
2019_Feb_06_Phantom_Flight_5_213_HSV_V_fixed.JPG,-76.40308841667549,-0.68258,331.58
2019_Feb_06_Phantom_Flight_2_230_HSV_V_fixed.JPG,-76.40229294444445,-0.6850395833333334,342.90300230946883
2019_Feb_06_Phantom_Flight_1_452_HSV_V_fixed.JPG,-76.40213622222223,-0.6826723611111111,344.2970027247956
2019_Feb_06_Phantom_Flight_4_302_HSV_V_fixed.JPG,-76.40025583333333,-0.6849513055636849,319.23
2019_Feb_06_Phantom_Flight_5_50_HSV_V_fixed.JPG,-76.40430222222223,-0.6840701944494613,329.28
2019_Feb_06_Phantom_Flight_3_321_HSV_V_fixed.JPG,-76.40042102777778,-0.6811885556312959,344.84
2019_Feb_06_Phantom_Flight_2_342_HSV_V_fixed.JPG,-76.4007055,-0.6844428055555556,337.80299785867237
2019_Feb_06_Phantom_Flight_5_155_HSV_V_fixed.JPG,-76.40349352779242,-0.6837061111111111,330.88
2019_Feb_06_Phantom_Flight_2_296_HSV_V_fixed.JPG,-76.4018078888889,-0.6847398055604264,341.003003003003
2019_Feb_06_Phantom_Flight_2_176_HSV_V_fixed.JPG,-76.40082161111111,-0.6853315277777778,339.80299785867237
2019_Feb_06_Phantom_Flight_4_86_HSV_V_fixed.JPG,-76.40187208333334,-0.6847390277777778,325.43
2019_Feb_06_Phantom_Flight_3_115_HSV_V_fixed.JPG,-76.40427494444445,-0.6817835555555555,348.34
2019_Feb_06_Phantom_Flight_4_136_HSV_V_fixed.JPG,-76.40146866666667,-0.6816023334423726,332.13
2019_Feb_06_Phantom_Flight_2_427_HSV_V_fixed.JPG,-76.40212247221604,-0.6841494722222222,339.103
2019_Feb_06_Phantom_Flight_1_337_HSV_V_fixed.JPG,-76.40358683333334,-0.6832616666666667,341.397
2019_Feb_06_Phantom_Flight_1_198_HSV_V_fixed.JPG,-76.40318505555557,-0.68385325,341.797
2019_Feb_06_Phantom_Flight_1_278_HSV_V_fixed.JPG,-76.39990663900416,-0.6835571111111112,336.19700214132763
2019_Feb_06_Phantom_Flight_1_391_HSV_V_fixed.JPG,-76.40158280555556,-0.6829658057179987,341.497
2019_Feb_06_Phantom_Flight_1_245_HSV_V_fixed.JPG,-76.40250997221536,-0.6835581111111111,340.2970027247956
2019_Feb_06_Phantom_Flight_1_176_HSV_V_fixed.JPG,-76.40152544444445,-0.6838528333333334,338.697
2019_Feb_06_Phantom_Flight_1_296_HSV_V_fixed.JPG,-76.40049455555557,-0.6832628333529712,337.497
2019_Feb_06_Phantom_Flight_2_452_HSV_V_fixed.JPG,-76.40023733333334,-0.6841494166714717,335.503
2019_Feb_06_Phantom_Flight_1_342_HSV_V_fixed.JPG,-76.40396366666667,-0.6832636943666355,341.897
2019_Feb_06_Phantom_Flight_1_230_HSV_V_fixed.JPG,-76.40364033333334,-0.6835575833333334,342.09699769053117
2019_Feb_06_Phantom_Flight_4_205_HSV_V_fixed.JPG,-76.40106519444446,-0.6840142222222222,324.43
2019_Feb_06_Phantom_Flight_3_226_HSV_V_fixed.JPG,-76.40239283333334,-0.6814864722046079,348.54
2019_Feb_06_Phantom_Flight_5_186_HSV_V_fixed.JPG,-76.40308858332585,-0.6846156666666667,331.08
2019_Feb_06_Phantom_Flight_2_245_HSV_V_fixed.JPG,-76.40342277777778,-0.6850367777777778,345.603
2019_Feb_06_Phantom_Flight_4_55_HSV_V_fixed.JPG,-76.40227872222223,-0.683632,329.03
2019_Feb_06_Phantom_Flight_5_266_HSV_V_fixed.JPG,-76.40268391666667,-0.6838305,331.28
2019_Feb_06_Phantom_Flight_3_369_HSV_V_fixed.JPG,-76.40196891664841,-0.6808918611478056,347.14
2019_Feb_06_Phantom_Flight_2_391_HSV_V_fixed.JPG,-76.40430041666667,-0.6844420277731303,344.80299785867237
2019_Feb_06_Phantom_Flight_5_18_HSV_V_fixed.JPG,-76.40430005553421,-0.6816433333333333,326.58
2019_Feb_06_Phantom_Flight_3_48_HSV_V_fixed.JPG,-76.40044036111112,-0.6820788888888889,351.04
2019_Feb_06_Phantom_Flight_5_83_HSV_V_fixed.JPG,-76.40389888888889,-0.6841301944384358,330.58
2019_Feb_06_Phantom_Flight_1_481_HSV_V_fixed.JPG,-76.40428908331533,-0.6826728054020871,342.397
2019_Feb_06_Phantom_Flight_5_329_HSV_V_fixed.JPG,-76.40227791666668,-0.6820766110655364,336.68
2019_Feb_06_Phantom_Flight_2_103_HSV_V_fixed.JPG,-76.40284588888889,-0.6856322777777778,344.303
2019_Feb_06_Phantom_Flight_2_38_HSV_V_fixed.JPG,-76.40020038888889,-0.681783694422692,338.7029972752044
2019_Feb_06_Phantom_Flight_4_238_HSV_V_fixed.JPG,-76.40106383333334,-0.681601055484239,328.53
2019_Feb_06_Phantom_Flight_5_120_HSV_V_fixed.JPG,-76.40384011111112,-0.6815807777777777,327.58
2019_Feb_06_Phantom_Flight_2_278_HSV_V_fixed.JPG,-76.40316869444919,-0.6847392777777778,343.80299785867237
2019_Feb_06_Phantom_Flight_4_143_HSV_V_fixed.JPG,-76.40146808332737,-0.6820060833131899,331.03
2019_Feb_06_Phantom_Flight_3_280_HSV_V_fixed.JPG,-76.40319586109979,-0.6811886666666667,349.04
2019_Feb_06_Phantom_Flight_3_160_HSV_V_fixed.JPG,-76.4011974722149,-0.6817823889332268,349.94
2019_Feb_06_Phantom_Flight_2_198_HSV_V_fixed.JPG,-76.39987383330988,-0.6850414444444445,337.303
2019_Feb_06_Phantom_Flight_4_68_HSV_V_fixed.JPG,-76.40227697222906,-0.684612027772902,326.23
2019_Feb_06_Phantom_Flight_3_354_HSV_V_fixed.JPG,-76.40094483333334,-0.6808925555555555,345.44
2019_Feb_06_Phantom_Flight_1_427_HSV_V_fixed.JPG,-76.40025180555556,-0.6826729166666666,345.897
2019_Feb_06_Phantom_Flight_5_25_HSV_V_fixed.JPG,-76.40430272222223,-0.6821806388888888,327.18
2019_Feb_06_Phantom_Flight_3_75_HSV_V_fixed.JPG,-76.40228358332301,-0.682080027788983,349.44
2019_Feb_06_Phantom_Flight_5_314_HSV_V_fixed.JPG,-76.40227766666668,-0.6832106389986824,333.18
2019_Feb_06_Phantom_Flight_2_337_HSV_V_fixed.JPG,-76.40032961111112,-0.6844440277777778,337.003003003003
2019_Feb_06_Phantom_Flight_1_305_HSV_V_fixed.JPG,-76.40117122222223,-0.6832616944161286,338.397
2019_Feb_06_Phantom_Flight_2_415_HSV_V_fixed.JPG,-76.40302772222223,-0.6841487777777778,340.80299785867237
2019_Feb_06_Phantom_Flight_1_131_HSV_V_fixed.JPG,-76.400208,-0.6806655555555555,340.797
2019_Feb_06_Phantom_Flight_1_338_HSV_V_fixed.JPG,-76.40366166666668,-0.6832619166251452,341.597
2019_Feb_06_Phantom_Flight_2_428_HSV_V_fixed.JPG,-76.40204694444445,-0.6841494444444445,338.90300230946883
2019_Feb_06_Phantom_Flight_1_277_HSV_V_fixed.JPG,-76.39998036105446,-0.6835575555555555,336.2970027247956
2019_Feb_06_Phantom_Flight_1_197_HSV_V_fixed.JPG,-76.40310844444446,-0.6838529722222222,341.697
2019_Feb_06_Phantom_Flight_3_94_HSV_V_fixed.JPG,-76.40358047219969,-0.6820804166666666,348.04
2019_Feb_06_Phantom_Flight_4_139_HSV_V_fixed.JPG,-76.40146858334336,-0.6817000833333333,331.83
2019_Feb_06_Phantom_Flight_2_202_HSV_V_fixed.JPG,-76.40018183333333,-0.6850390277777778,338.003003003003
2019_Feb_06_Phantom_Flight_5_221_HSV_V_fixed.JPG,-76.40308780557338,-0.6819760832260832,331.68
2019_Feb_06_Phantom_Flight_4_12_HSV_V_fixed.JPG,-76.40097541666667,-0.6800374444444444,324.53
2019_Feb_06_Phantom_Flight_4_242_HSV_V_fixed.JPG,-76.40085288888889,-0.6816043333333333,327.53
2019_Feb_06_Phantom_Flight_3_181_HSV_V_fixed.JPG,-76.39983944444445,-0.6817832223279416,350.54
2019_Feb_06_Phantom_Flight_4_89_HSV_V_fixed.JPG,-76.4018719722287,-0.6845138333333334,326.13
2019_Feb_06_Phantom_Flight_2_179_HSV_V_fixed.JPG,-76.40059463888889,-0.6853320277841154,339.203
2019_Feb_06_Phantom_Flight_2_42_HSV_V_fixed.JPG,-76.40013238888889,-0.6824759444950875,338.103
2019_Feb_06_Phantom_Flight_2_299_HSV_V_fixed.JPG,-76.40158091665734,-0.6847383888888889,340.603
2019_Feb_06_Phantom_Flight_3_261_HSV_V_fixed.JPG,-76.40434161111112,-0.6812135833103574,350.64
2019_Feb_06_Phantom_Flight_3_32_HSV_V_fixed.JPG,-76.39998016664451,-0.6813457777777777,350.34
2019_Feb_06_Phantom_Flight_3_388_HSV_V_fixed.JPG,-76.4032998055388,-0.6808931388012618,349.44
2019_Feb_06_Phantom_Flight_2_370_HSV_V_fixed.JPG,-76.40281730555556,-0.6844433055555555,341.90300230946883
2019_Feb_06_Phantom_Flight_3_313_HSV_V_fixed.JPG,-76.40093211111112,-0.6811881944444445,345.64
2019_Feb_06_Phantom_Flight_5_62_HSV_V_fixed.JPG,-76.40430175000549,-0.6849436111111111,330.18
2019_Feb_06_Phantom_Flight_4_330_HSV_V_fixed.JPG,-76.40025672222222,-0.6828327222222221,322.83
2019_Feb_06_Phantom_Flight_1_460_HSV_V_fixed.JPG,-76.40273911111112,-0.6826724722434104,343.797
2019_Feb_06_Phantom_Flight_4_104_HSV_V_fixed.JPG,-76.40187169443892,-0.68338225,329.33
2019_Feb_06_Phantom_Flight_3_127_HSV_V_fixed.JPG,-76.40345133333334,-0.6817823334516625,348.74
2019_Feb_06_Phantom_Flight_5_287_HSV_V_fixed.JPG,-76.40239616666668,-0.6849537222222223,328.18
2019_Feb_06_Phantom_Flight_2_144_HSV_V_fixed.JPG,-76.40323552775295,-0.6853324722269536,345.90300230946883
2019_Feb_06_Phantom_Flight_5_167_HSV_V_fixed.JPG,-76.40349463887945,-0.6846127499935981,331.48
2019_Feb_06_Phantom_Flight_2_160_HSV_V_fixed.JPG,-76.4020286388889,-0.6853326110921047,342.80299785867237
2019_Feb_06_Phantom_Flight_4_90_HSV_V_fixed.JPG,-76.40187211111112,-0.6844385277675766,326.33
2019_Feb_06_Phantom_Flight_3_198_HSV_V_fixed.JPG,-76.40047572222223,-0.6814864444444444,347.64
2019_Feb_06_Phantom_Flight_3_278_HSV_V_fixed.JPG,-76.40333247219762,-0.681188249961041,349.24
2019_Feb_06_Phantom_Flight_5_143_HSV_V_fixed.JPG,-76.40349402777778,-0.6828017222441896,330.18
2019_Feb_06_Phantom_Flight_2_280_HSV_V_fixed.JPG,-76.40301852776392,-0.6847396111111111,343.503
2019_Feb_06_Phantom_Flight_4_120_HSV_V_fixed.JPG,-76.40187263888889,-0.6821744722370054,332.73
2019_Feb_06_Phantom_Flight_3_103_HSV_V_fixed.JPG,-76.40419519447124,-0.6820797500286664,347.54
2019_Feb_06_Phantom_Flight_5_238_HSV_V_fixed.JPG,-76.40268641667437,-0.6817192222222221,335.18
2019_Feb_06_Phantom_Flight_3_337_HSV_V_fixed.JPG,-76.39985455543359,-0.6808918055555555,343.54
2019_Feb_06_Phantom_Flight_1_444_HSV_V_fixed.JPG,-76.40153180555556,-0.6826746389246389,344.797
2019_Feb_06_Phantom_Flight_4_314_HSV_V_fixed.JPG,-76.40025655555556,-0.6840390277777778,320.73
2019_Feb_06_Phantom_Flight_5_46_HSV_V_fixed.JPG,-76.40430258332326,-0.6837678611111111,328.98
2019_Feb_06_Phantom_Flight_2_354_HSV_V_fixed.JPG,-76.40161044444444,-0.6844441666666666,339.503
2019_Feb_06_Phantom_Flight_2_66_HSV_V_fixed.JPG,-76.40005794444446,-0.6856310555555556,336.003003003003
2019_Feb_06_Phantom_Flight_4_266_HSV_V_fixed.JPG,-76.40065983333334,-0.6830417222469245,324.13
2019_Feb_06_Phantom_Flight_4_186_HSV_V_fixed.JPG,-76.40136772222223,-0.6849755555555556,323.83
2019_Feb_06_Phantom_Flight_3_245_HSV_V_fixed.JPG,-76.40370816666668,-0.6814864444444444,349.14
2019_Feb_06_Phantom_Flight_2_226_HSV_V_fixed.JPG,-76.40199049998301,-0.6850369444444444,342.203
2019_Feb_06_Phantom_Flight_4_36_HSV_V_fixed.JPG,-76.40227722222222,-0.6821983612461732,333.43
2019_Feb_06_Phantom_Flight_5_205_HSV_V_fixed.JPG,-76.40308780557338,-0.6831838055264078,331.48
2019_Feb_06_Phantom_Flight_1_479_HSV_V_fixed.JPG,-76.40417238891378,-0.6826732223179252,342.497
2019_Feb_06_Phantom_Flight_4_329_HSV_V_fixed.JPG,-76.40025611111112,-0.68290875,322.63
2019_Feb_06_Phantom_Flight_2_369_HSV_V_fixed.JPG,-76.40274227777779,-0.6844442777777778,341.80299785867237
2019_Feb_06_Phantom_Flight_3_391_HSV_V_fixed.JPG,-76.40347088888889,-0.680891166631077,349.74
2019_Feb_06_Phantom_Flight_1_253_HSV_V_fixed.JPG,-76.40179244444445,-0.6835589444444444,339.19700214132763
2019_Feb_06_Phantom_Flight_1_387_HSV_V_fixed.JPG,-76.40188452778425,-0.6829653333333333,341.597
2019_Feb_06_Phantom_Flight_2_497_HSV_V_fixed.JPG,-76.40001383333333,-0.6813282222222222,338.403
2019_Feb_06_Phantom_Flight_2_431_HSV_V_fixed.JPG,-76.40182047221423,-0.6841488888888889,338.503
2019_Feb_06_Phantom_Flight_1_321_HSV_V_fixed.JPG,-76.4023795277617,-0.6832632220698064,339.897
2019_Feb_06_Phantom_Flight_5_330_HSV_V_fixed.JPG,-76.40227777777778,-0.6820009444781757,336.88
2019_Feb_06_Phantom_Flight_1_498_HSV_V_fixed.JPG,-76.40356036108867,-0.6823756944444445,343.797
2019_Feb_06_Phantom_Flight_3_51_HSV_V_fixed.JPG,-76.40064472222222,-0.6820798333674793,350.94
2019_Feb_06_Phantom_Flight_2_313_HSV_V_fixed.JPG,-76.40052544444445,-0.6847386666666667,338.403
2019_Feb_06_Phantom_Flight_2_388_HSV_V_fixed.JPG,-76.40417524998928,-0.6844438611111111,344.603
2019_Feb_06_Phantom_Flight_3_370_HSV_V_fixed.JPG,-76.402037,-0.6808920555863002,347.24
2019_Feb_06_Phantom_Flight_1_403_HSV_V_fixed.JPG,-76.40060158333334,-0.6829645,341.2970027247956
2019_Feb_06_Phantom_Flight_4_167_HSV_V_fixed.JPG,-76.40146819444445,-0.6838193888888889,326.83
2019_Feb_06_Phantom_Flight_2_87_HSV_V_fixed.JPG,-76.4016394166559,-0.6856309444444445,340.7029972752044
2019_Feb_06_Phantom_Flight_4_287_HSV_V_fixed.JPG,-76.40066041666667,-0.6846258055505676,321.63
2019_Feb_06_Phantom_Flight_3_144_HSV_V_fixed.JPG,-76.40229008333334,-0.6817819166834914,349.34
2019_Feb_06_Phantom_Flight_2_127_HSV_V_fixed.JPG,-76.40430047225502,-0.6853810555555556,348.7029972752044
2019_Feb_06_Phantom_Flight_5_104_HSV_V_fixed.JPG,-76.40389972222223,-0.68253,328.48
2019_Feb_06_Phantom_Flight_3_299_HSV_V_fixed.JPG,-76.40192288888889,-0.6811889722331885,347.14
2019_Feb_06_Phantom_Flight_2_261_HSV_V_fixed.JPG,-76.4043009166746,-0.6847517777777778,346.303
2019_Feb_06_Phantom_Flight_5_242_HSV_V_fixed.JPG,-76.40268563889937,-0.6820218610726909,334.68
2019_Feb_06_Phantom_Flight_4_71_HSV_V_fixed.JPG,-76.40227744444445,-0.6848382777777778,325.43
2019_Feb_06_Phantom_Flight_2_181_HSV_V_fixed.JPG,-76.40044425,-0.6853325277730943,338.80299785867237
